,Education,Marital_Status,Income($),Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Postgraduate,no_of_children,Parent,family_size,custm_tot_purchase($),AggClusters
691,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Graduation_or_Basic,0,0,1,957,Cluster1
692,Master,Married,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,56,Phd_or_Master,1,1,3,270,Cluster2
693,Basic,Married,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,62,Graduation_or_Basic,0,0,2,29,Cluster4
694,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,65,Phd_or_Master,2,1,3,121,Cluster2
695,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,53,Phd_or_Master,2,1,4,126,Cluster2
696,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,19,Graduation_or_Basic,0,0,1,23,Cluster4
697,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,65,Phd_or_Master,2,1,3,57,Cluster2
698,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,53,Graduation_or_Basic,0,0,1,636,Cluster1
699,Graduation,Married,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,54,Graduation_or_Basic,0,0,2,1004,Cluster1
700,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,41,Graduation_or_Basic,1,1,2,734,Cluster3
701,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,2,1,4,614,Cluster3
702,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,1,1,2,1453,Cluster3
703,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,customer did not accept the offer in the 3rd campaign,customer accepted the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer accepted the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,26,Phd_or_Master,0,0,1,1621,Cluster1
704,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,46,Phd_or_Master,1,1,2,187,Cluster4
705,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,28,Graduation_or_Basic,1,1,3,1443,Cluster3
706,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Phd_or_Master,1,1,2,57,Cluster4
707,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,63,Graduation_or_Basic,1,1,2,637,Cluster3
708,PhD,Married,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,66,Phd_or_Master,1,1,3,948,Cluster3
709,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,customer accepted the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,43,Phd_or_Master,1,1,3,59,Cluster4
710,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,28,Graduation_or_Basic,1,1,3,18,Cluster4
711,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,49,Phd_or_Master,1,1,2,903,Cluster3
712,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Graduation_or_Basic,1,1,2,112,Cluster4
713,Graduation,Married,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,61,Graduation_or_Basic,0,0,2,596,Cluster1
714,Graduation,Married,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,32,Graduation_or_Basic,1,1,3,233,Cluster4
715,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,39,Phd_or_Master,0,0,2,1511,Cluster1
716,Master,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer accepted the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,1,54,Phd_or_Master,0,0,1,1152,Cluster1
717,Graduation,Married,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,36,Graduation_or_Basic,1,1,3,48,Cluster4
718,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,44,Graduation_or_Basic,1,1,2,1185,Cluster3
719,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,56,Graduation_or_Basic,2,1,3,21,Cluster2
720,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,49,Phd_or_Master,1,1,3,965,Cluster3
721,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,customer did not accept the offer in the 3rd campaign,customer did not accept the offer in the 4th campaign,customer did not accept the offer in the 5th campaign,customer did not accept the offer in the 1st campaign,customer did not accept the offer in the 2nd campaign,customer did not complain in the last 2 years,0,60,Graduation_or_Basic,0,0,2,869,Cluster3
